"year"," month","carrier","carrier_name","airport","airport_name","arr_flights","arr_del15","carrier_ct"," weather_ct","nas_ct","security_ct","late_aircraft_ct","arr_cancelled","arr_diverted"," arr_delay"," carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay",
2017,7,"AS","Alaska Airlines Inc.","BOS","Boston, MA: Logan International",155.00,24.00,4.15,0.34,16.85,0.00,2.65,1.00,0.00,1414.00,191.00,11.00,1145.00,0.00,67.00,
2017,7,"AS","Alaska Airlines Inc.","BRW","Barrow, AK: Wiley Post/Will Rogers Memorial",79.00,11.00,2.34,1.00,4.02,0.00,3.64,0.00,2.00,425.00,140.00,33.00,113.00,0.00,139.00,
2017,7,"AS","Alaska Airlines Inc.","BUR","Burbank, CA: Bob Hope",93.00,14.00,6.32,0.00,4.91,0.00,2.77,0.00,0.00,589.00,350.00,0.00,123.00,0.00,116.00,
2017,7,"AS","Alaska Airlines Inc.","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",119.00,14.00,2.46,0.00,9.54,0.00,2.00,0.00,0.00,439.00,58.00,0.00,250.00,0.00,131.00,
2017,7,"AS","Alaska Airlines Inc.","CDV","Cordova, AK: Merle K Mudhole Smith",62.00,3.00,1.00,0.00,0.11,0.00,1.89,0.00,1.00,196.00,97.00,0.00,2.00,0.00,97.00,
2017,7,"AS","Alaska Airlines Inc.","CHS","Charleston, SC: Charleston AFB/International",18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2017,7,"AS","Alaska Airlines Inc.","DCA","Washington, DC: Ronald Reagan Washington National",123.00,17.00,4.29,0.00,10.17,0.00,2.55,0.00,2.00,725.00,182.00,0.00,364.00,0.00,179.00,
2017,7,"AS","Alaska Airlines Inc.","DEN","Denver, CO: Denver International",186.00,24.00,11.72,0.00,6.87,0.00,5.42,0.00,0.00,1026.00,608.00,0.00,205.00,0.00,213.00,
2017,7,"AS","Alaska Airlines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",150.00,21.00,6.60,0.00,9.11,0.00,5.29,0.00,3.00,827.00,322.00,0.00,301.00,0.00,204.00,
2017,7,"AS","Alaska Airlines Inc.","DLG","Dillingham, AK: Dillingham Airport",31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2017,7,"AS","Alaska Airlines Inc.","DTW","Detroit, MI: Detroit Metro Wayne County",62.00,10.00,2.38,0.00,4.63,0.00,3.00,0.00,1.00,252.00,66.00,0.00,115.00,0.00,71.00,
2017,7,"AS","Alaska Airlines Inc.","EWR","Newark, NJ: Newark Liberty International",186.00,51.00,8.16,0.00,41.28,0.00,1.56,1.00,0.00,3192.00,616.00,0.00,2508.00,0.00,68.00,
2017,7,"AS","Alaska Airlines Inc.","FAI","Fairbanks, AK: Fairbanks International",247.00,21.00,6.97,0.00,8.35,0.00,5.68,3.00,1.00,614.00,261.00,0.00,185.00,0.00,168.00,
2017,7,"AS","Alaska Airlines Inc.","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",31.00,1.00,0.92,0.00,0.08,0.00,0.00,0.00,0.00,117.00,108.00,0.00,9.00,0.00,0.00,
2017,7,"AS","Alaska Airlines Inc.","GEG","Spokane, WA: Spokane International",143.00,25.00,9.16,0.00,6.75,0.00,9.09,0.00,0.00,804.00,383.00,0.00,133.00,0.00,288.00,
2017,7,"AS","Alaska Airlines Inc.","GST","Gustavus, AK: Gustavus Airport",31.00,2.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,87.00,44.00,0.00,0.00,0.00,43.00,
2017,7,"AS","Alaska Airlines Inc.","HNL","Honolulu, HI: Daniel K Inouye International",225.00,35.00,15.41,0.00,10.64,0.00,8.95,1.00,0.00,1648.00,891.00,0.00,274.00,0.00,483.00,
2017,7,"AS","Alaska Airlines Inc.","IAD","Washington, DC: Washington Dulles International",31.00,7.00,1.00,0.00,6.00,0.00,0.00,0.00,0.00,323.00,18.00,0.00,305.00,0.00,0.00,
2017,7,"AS","Alaska Airlines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",62.00,8.00,2.39,0.00,4.89,0.00,0.72,0.00,0.00,206.00,61.00,0.00,127.00,0.00,18.00,
2017,7,"AS","Alaska Airlines Inc.","IND","Indianapolis, IN: Indianapolis International",31.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,48.00,0.00,0.00,0.00,0.00,
2017,7,"AS","Alaska Airlines Inc.","JFK","New York, NY: John F. Kennedy International",31.00,6.00,1.37,0.00,1.95,0.00,2.68,1.00,0.00,175.00,37.00,0.00,68.00,0.00,70.00,
2017,7,"AS","Alaska Airlines Inc.","JNU","Juneau, AK: Juneau International",480.00,49.00,15.05,1.00,13.27,0.89,18.79,0.00,3.00,1803.00,612.00,117.00,295.00,24.00,755.00,
2017,7,"AS","Alaska Airlines Inc.","KOA","Kona, HI: Kona International Airport at Keahole",116.00,11.00,3.78,0.68,5.64,0.00,0.90,0.00,0.00,367.00,210.00,13.00,116.00,0.00,28.00,
2017,7,"AS","Alaska Airlines Inc.","KTN","Ketchikan, AK: Ketchikan International",242.00,31.00,14.21,0.00,9.32,1.00,6.47,0.00,1.00,1056.00,536.00,0.00,221.00,33.00,266.00,
2017,7,"AS","Alaska Airlines Inc.","LAS","Las Vegas, NV: McCarran International",386.00,64.00,16.08,0.00,27.86,0.00,20.06,2.00,2.00,2721.00,944.00,0.00,1002.00,0.00,775.00,
2017,7,"AS","Alaska Airlines Inc.","LAX","Los Angeles, CA: Los Angeles International",842.00,92.00,30.23,0.00,41.33,0.00,20.44,2.00,0.00,3900.00,2044.00,0.00,1233.00,0.00,623.00,
2017,7,"AS","Alaska Airlines Inc.","LIH","Lihue, HI: Lihue Airport",106.00,13.00,7.22,0.00,4.48,0.30,1.00,0.00,0.00,444.00,299.00,0.00,105.00,7.00,33.00,
2017,7,"AS","Alaska Airlines Inc.","MCI","Kansas City, MO: Kansas City International",62.00,15.00,5.69,1.00,5.50,0.00,2.80,0.00,0.00,344.00,114.00,58.00,115.00,0.00,57.00,
2017,7,"AS","Alaska Airlines Inc.","MCO","Orlando, FL: Orlando International",112.00,26.00,6.19,0.00,19.37,0.00,0.44,0.00,2.00,892.00,280.00,0.00,604.00,0.00,8.00,
2017,7,"AS","Alaska Airlines Inc.","MSP","Minneapolis, MN: Minneapolis-St Paul International",93.00,11.00,5.77,0.00,5.23,0.00,0.00,0.00,0.00,503.00,394.00,0.00,109.00,0.00,0.00,
2017,7,"AS","Alaska Airlines Inc.","MSY","New Orleans, LA: Louis Armstrong New Orleans International",31.00,3.00,0.00,0.00,1.16,0.00,1.84,0.00,0.00,97.00,0.00,0.00,34.00,0.00,63.00,
2017,7,"AS","Alaska Airlines Inc.","OAK","Oakland, CA: Metropolitan Oakland International",230.00,22.00,6.01,0.00,8.57,0.00,7.42,0.00,0.00,1121.00,529.00,0.00,208.00,0.00,384.00,
2017,7,"AS","Alaska Airlines Inc.","OGG","Kahului, HI: Kahului Airport",217.00,19.00,2.88,0.00,9.26,0.00,6.86,1.00,2.00,572.00,92.00,0.00,176.00,0.00,304.00,
2017,7,"AS","Alaska Airlines Inc.","OMA","Omaha, NE: Eppley Airfield",31.00,4.00,1.00,0.00,1.45,0.00,1.55,0.00,0.00,145.00,62.00,0.00,39.00,0.00,44.00,
2017,7,"AS","Alaska Airlines Inc.","OME","Nome, AK: Nome Airport",61.00,2.00,0.00,0.78,1.22,0.00,0.00,1.00,0.00,84.00,0.00,52.00,32.00,0.00,0.00,
2017,7,"AS","Alaska Airlines Inc.","ONT","Ontario, CA: Ontario International",61.00,12.00,4.18,0.25,6.65,0.00,0.92,0.00,0.00,381.00,138.00,6.00,188.00,0.00,49.00,
2017,7,"AS","Alaska Airlines Inc.","ORD","Chicago, IL: Chicago O'Hare International",199.00,22.00,4.68,0.00,15.32,0.00,2.00,0.00,1.00,1209.00,174.00,0.00,973.00,0.00,62.00,
2017,7,"AS","Alaska Airlines Inc.","OTZ","Kotzebue, AK: Ralph Wien Memorial",61.00,2.00,0.00,1.00,0.61,0.39,0.00,4.00,1.00,103.00,0.00,85.00,11.00,7.00,0.00,
2017,7,"AS","Alaska Airlines Inc.","PDX","Portland, OR: Portland International",1384.00,185.00,36.30,1.17,84.96,1.36,61.21,7.00,2.00,8882.00,1901.00,73.00,2611.00,131.00,4166.00,
2017,7,"AS","Alaska Airlines Inc.","PHL","Philadelphia, PA: Philadelphia International",62.00,3.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,48.00,0.00,0.00,48.00,0.00,0.00,
2017,7,"AS","Alaska Airlines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",186.00,35.00,14.72,0.00,15.70,0.00,4.58,0.00,2.00,1392.00,790.00,0.00,466.00,0.00,136.00,
2017,7,"AS","Alaska Airlines Inc.","PSG","Petersburg, AK: Petersburg James A Johnson",62.00,13.00,1.69,0.00,1.72,1.00,8.59,0.00,1.00,616.00,65.00,0.00,49.00,28.00,474.00,
2017,7,"AS","Alaska Airlines Inc.","PSP","Palm Springs, CA: Palm Springs International",77.00,16.00,2.10,0.00,4.82,0.00,9.08,0.00,0.00,478.00,72.00,0.00,153.00,0.00,253.00,
2017,7,"AS","Alaska Airlines Inc.","RDU","Raleigh/Durham, NC: Raleigh-Durham International",31.00,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,91.00,42.00,0.00,49.00,0.00,0.00,
2017,7,"AS","Alaska Airlines Inc.","SAN","San Diego, CA: San Diego International",559.00,89.00,27.04,2.04,19.78,0.00,40.13,3.00,3.00,4987.00,2133.00,173.00,577.00,0.00,2104.00,
2017,7,"AS","Alaska Airlines Inc.","SAT","San Antonio, TX: San Antonio International",31.00,5.00,1.00,0.00,1.60,0.00,2.40,0.00,0.00,163.00,74.00,0.00,35.00,0.00,54.00,
2017,7,"AS","Alaska Airlines Inc.","SCC","Deadhorse, AK: Deadhorse Airport",62.00,5.00,2.32,0.00,0.07,0.00,2.61,0.00,1.00,228.00,104.00,0.00,3.00,0.00,121.00,
2017,7,"AS","Alaska Airlines Inc.","SEA","Seattle, WA: Seattle/Tacoma International",5364.00,805.00,175.29,31.55,358.47,10.46,229.23,21.00,4.00,38314.00,11318.00,2858.00,11128.00,300.00,12710.00,
2017,7,"AS","Alaska Airlines Inc.","SFO","San Francisco, CA: San Francisco International",477.00,97.00,16.42,0.00,64.49,0.00,16.09,0.00,1.00,4135.00,794.00,0.00,2694.00,0.00,647.00,
2017,7,"AS","Alaska Airlines Inc.","SIT","Sitka, AK: Sitka Rocky Gutierrez",150.00,14.00,5.35,0.00,3.23,0.00,5.42,0.00,0.00,405.00,157.00,0.00,82.00,0.00,166.00,
2017,7,"AS","Alaska Airlines Inc.","SJC","San Jose, CA: Norman Y. Mineta San Jose International",403.00,44.00,16.67,0.08,11.45,0.00,15.80,1.00,0.00,2017.00,924.00,11.00,299.00,0.00,783.00,
2017,7,"AS","Alaska Airlines Inc.","SLC","Salt Lake City, UT: Salt Lake City International",208.00,34.00,10.40,0.00,9.78,0.07,13.76,0.00,0.00,1953.00,705.00,0.00,336.00,4.00,908.00,
2017,7,"AS","Alaska Airlines Inc.","SMF","Sacramento, CA: Sacramento International",173.00,25.00,11.54,0.00,10.94,0.00,2.52,1.00,0.00,955.00,571.00,0.00,276.00,0.00,108.00,
2017,7,"AS","Alaska Airlines Inc.","SNA","Santa Ana, CA: John Wayne Airport-Orange County",299.00,53.00,19.79,0.00,15.64,0.00,17.57,2.00,1.00,2460.00,1293.00,0.00,405.00,0.00,762.00,
2017,7,"AS","Alaska Airlines Inc.","STL","St. Louis, MO: St Louis Lambert International",31.00,2.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,55.00,0.00,0.00,40.00,0.00,15.00,
2017,7,"AS","Alaska Airlines Inc.","TPA","Tampa, FL: Tampa International",31.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,45.00,0.00,0.00,45.00,0.00,0.00,
2017,7,"AS","Alaska Airlines Inc.","TUS","Tucson, AZ: Tucson International",31.00,13.00,5.46,0.00,3.02,0.00,4.52,0.00,0.00,457.00,273.00,0.00,77.00,0.00,107.00,
2017,7,"AS","Alaska Airlines Inc.","WRG","Wrangell, AK: Wrangell Airport",62.00,11.00,2.70,0.00,1.00,0.00,7.30,1.00,0.00,587.00,83.00,0.00,41.00,0.00,463.00,
2017,7,"AS","Alaska Airlines Inc.","YAK","Yakutat, AK: Yakutat Airport",62.00,4.00,0.00,0.00,0.09,0.00,3.91,0.00,0.00,197.00,0.00,0.00,7.00,0.00,190.00,
2017,7,"B6","JetBlue Airways","ABQ","Albuquerque, NM: Albuquerque International Sunport",31.00,9.00,4.34,0.00,3.15,0.00,1.50,0.00,0.00,948.00,338.00,0.00,240.00,0.00,370.00,
2017,7,"B6","JetBlue Airways","ACK","Nantucket, MA: Nantucket Memorial",184.00,42.00,16.45,8.16,9.88,0.00,7.51,3.00,0.00,3395.00,1422.00,778.00,571.00,0.00,624.00,
2017,7,"B6","JetBlue Airways","ALB","Albany, NY: Albany International",62.00,21.00,10.29,0.36,2.49,0.00,7.86,1.00,0.00,1848.00,897.00,13.00,132.00,0.00,806.00,
2017,7,"B6","JetBlue Airways","ANC","Anchorage, AK: Ted Stevens Anchorage International",62.00,19.00,4.51,0.00,0.00,0.00,14.49,0.00,0.00,1256.00,247.00,0.00,0.00,0.00,1009.00,
2017,7,"B6","JetBlue Airways","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",143.00,34.00,13.90,0.00,7.90,0.00,12.20,0.00,1.00,2519.00,798.00,0.00,365.00,0.00,1356.00,
2017,7,"B6","JetBlue Airways","AUS","Austin, TX: Austin - Bergstrom International",217.00,90.00,33.78,4.85,19.15,0.63,31.58,3.00,0.00,6437.00,2288.00,447.00,874.00,26.00,2802.00,
2017,7,"B6","JetBlue Airways","BDL","Hartford, CT: Bradley International",310.00,116.00,40.55,2.91,21.21,0.00,51.34,7.00,1.00,9240.00,3333.00,205.00,1148.00,0.00,4554.00,
2017,7,"B6","JetBlue Airways","BNA","Nashville, TN: Nashville International",93.00,30.00,13.87,0.85,5.22,0.00,10.06,0.00,0.00,2869.00,1613.00,45.00,359.00,0.00,852.00,
2017,7,"B6","JetBlue Airways","BOS","Boston, MA: Logan International",4277.00,1355.00,301.43,40.71,416.17,0.83,595.85,85.00,5.00,109644.00,22922.00,3104.00,31868.00,19.00,51731.00,
2017,7,"B6","JetBlue Airways","BQN","Aguadilla, PR: Rafael Hernandez",155.00,71.00,31.51,1.04,14.89,0.00,23.56,6.00,0.00,4098.00,1844.00,60.00,492.00,0.00,1702.00,
2017,7,"B6","JetBlue Airways","BTV","Burlington, VT: Burlington International",93.00,33.00,11.21,0.62,5.42,0.00,15.75,7.00,0.00,2160.00,698.00,141.00,281.00,0.00,1040.00,
2017,7,"B6","JetBlue Airways","BUF","Buffalo, NY: Buffalo Niagara International",448.00,152.00,62.69,2.82,29.30,0.50,56.69,16.00,1.00,12408.00,5033.00,413.00,1807.00,11.00,5144.00,
2017,7,"B6","JetBlue Airways","BUR","Burbank, CA: Bob Hope",31.00,10.00,1.79,0.00,5.19,0.54,2.49,0.00,0.00,667.00,78.00,0.00,377.00,30.00,182.00,
2017,7,"B6","JetBlue Airways","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",224.00,76.00,31.90,0.00,6.80,0.00,37.30,6.00,0.00,5466.00,2011.00,0.00,314.00,0.00,3141.00,
2017,7,"B6","JetBlue Airways","CHS","Charleston, SC: Charleston AFB/International",279.00,70.00,30.59,3.92,16.95,0.00,18.54,6.00,0.00,5220.00,2158.00,528.00,798.00,0.00,1736.00,
2017,7,"B6","JetBlue Airways","CLE","Cleveland, OH: Cleveland-Hopkins International",124.00,47.00,21.02,1.34,9.68,0.00,14.96,1.00,0.00,3869.00,1762.00,76.00,476.00,0.00,1555.00,
2017,7,"B6","JetBlue Airways","CLT","Charlotte, NC: Charlotte Douglas International",124.00,32.00,13.77,0.04,11.56,0.00,6.64,3.00,4.00,2831.00,1288.00,12.00,811.00,0.00,720.00,
2017,7,"B6","JetBlue Airways","DAB","Daytona Beach, FL: Daytona Beach International",31.00,5.00,1.32,0.00,2.23,0.45,1.00,0.00,0.00,116.00,41.00,0.00,42.00,10.00,23.00,
2017,7,"B6","JetBlue Airways","DCA","Washington, DC: Ronald Reagan Washington National",916.00,231.00,71.10,13.38,54.16,0.00,92.36,11.00,3.00,19666.00,5689.00,1185.00,3961.00,0.00,8831.00,
2017,7,"B6","JetBlue Airways","DEN","Denver, CO: Denver International",119.00,35.00,14.89,1.09,5.99,0.00,13.03,1.00,0.00,2870.00,1436.00,78.00,250.00,0.00,1106.00,
2017,7,"B6","JetBlue Airways","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",56.00,9.00,3.54,0.00,3.94,0.00,1.52,1.00,2.00,349.00,221.00,0.00,83.00,0.00,45.00,
2017,7,"B6","JetBlue Airways","DTW","Detroit, MI: Detroit Metro Wayne County",124.00,53.00,26.82,2.48,2.69,0.00,21.00,3.00,0.00,4035.00,1770.00,156.00,104.00,0.00,2005.00,
2017,7,"B6","JetBlue Airways","EWR","Newark, NJ: Newark Liberty International",784.00,362.00,69.08,14.98,166.19,0.00,111.75,41.00,5.00,36086.00,5029.00,1930.00,17724.00,0.00,11403.00,
2017,7,"B6","JetBlue Airways","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2004.00,737.00,216.02,5.76,172.64,0.44,342.15,54.00,13.00,58881.00,16064.00,532.00,8607.00,28.00,33650.00,
2017,7,"B6","JetBlue Airways","HOU","Houston, TX: William P Hobby",62.00,28.00,11.09,0.57,4.62,0.28,11.44,0.00,1.00,1451.00,516.00,67.00,279.00,15.00,574.00,
2017,7,"B6","JetBlue Airways","HPN","White Plains, NY: Westchester County",339.00,116.00,40.61,12.09,24.32,0.00,38.97,4.00,0.00,9111.00,3088.00,878.00,1668.00,0.00,3477.00,
2017,7,"B6","JetBlue Airways","HYA","Hyannis, MA: Barnstable Municipal-Boardman/Polando Field",31.00,7.00,3.11,0.00,2.31,0.00,1.58,0.00,0.00,337.00,230.00,0.00,62.00,0.00,45.00,
2017,7,"B6","JetBlue Airways","IAD","Washington, DC: Washington Dulles International",174.00,69.00,22.87,1.48,19.44,0.00,25.20,8.00,0.00,4740.00,1581.00,53.00,841.00,0.00,2265.00,
2017,7,"B6","JetBlue Airways","JAX","Jacksonville, FL: Jacksonville International",310.00,100.00,42.71,3.07,20.79,0.00,33.43,7.00,1.00,8669.00,3701.00,252.00,1356.00,0.00,3360.00,
2017,7,"B6","JetBlue Airways","JFK","New York, NY: John F. Kennedy International",3848.00,1375.00,258.78,25.55,510.31,6.56,573.80,156.00,11.00,123444.00,20753.00,2541.00,45960.00,196.00,53994.00,
2017,7,"B6","JetBlue Airways","LAS","Las Vegas, NV: McCarran International",489.00,141.00,54.38,2.26,33.87,0.71,49.78,7.00,2.00,10131.00,4300.00,223.00,1390.00,37.00,4181.00,
2017,7,"B6","JetBlue Airways","LAX","Los Angeles, CA: Los Angeles International",513.00,155.00,43.45,5.36,51.73,0.00,54.46,2.00,2.00,10853.00,2630.00,550.00,2951.00,0.00,4722.00,
2017,7,"B6","JetBlue Airways","LGA","New York, NY: LaGuardia",526.00,228.00,49.57,8.26,120.00,0.13,50.05,29.00,10.00,21877.00,4267.00,938.00,11889.00,20.00,4763.00,
2017,7,"B6","JetBlue Airways","LGB","Long Beach, CA: Long Beach Airport",1085.00,286.00,81.66,3.41,46.64,0.18,154.12,10.00,0.00,20195.00,5500.00,398.00,2429.00,19.00,11849.00,
2017,7,"B6","JetBlue Airways","MCO","Orlando, FL: Orlando International",1885.00,716.00,230.60,3.41,134.76,3.12,344.11,51.00,21.00,59141.00,18176.00,490.00,7370.00,216.00,32889.00,
2017,7,"B6","JetBlue Airways","MSY","New Orleans, LA: Louis Armstrong New Orleans International",124.00,32.00,13.71,0.94,6.58,0.00,10.77,2.00,0.00,2544.00,1082.00,394.00,433.00,0.00,635.00,
2017,7,"B6","JetBlue Airways","MVY","Martha's Vineyard, MA: Martha's Vineyard Airport",71.00,17.00,9.29,0.00,1.10,0.00,6.62,1.00,1.00,767.00,322.00,0.00,46.00,0.00,399.00,
2017,7,"B6","JetBlue Airways","OAK","Oakland, CA: Metropolitan Oakland International",186.00,39.00,11.46,1.68,7.77,0.81,17.27,1.00,0.00,3075.00,1004.00,96.00,533.00,66.00,1376.00,
2017,7,"B6","JetBlue Airways","ORD","Chicago, IL: Chicago O'Hare International",272.00,113.00,31.74,1.66,44.32,1.00,34.27,7.00,2.00,10044.00,2082.00,141.00,4759.00,50.00,3012.00,
2017,7,"B6","JetBlue Airways","ORH","Worcester, MA: Worcester Regional",62.00,12.00,4.04,0.56,3.25,0.00,4.15,1.00,0.00,1117.00,423.00,88.00,218.00,0.00,388.00,
2017,7,"B6","JetBlue Airways","PBI","West Palm Beach/Palm Beach, FL: Palm Beach International",525.00,153.00,57.26,0.78,35.13,0.00,59.82,14.00,0.00,11741.00,4173.00,85.00,1957.00,0.00,5526.00,
2017,7,"B6","JetBlue Airways","PDX","Portland, OR: Portland International",181.00,47.00,14.21,0.55,11.45,0.00,20.79,1.00,0.00,3034.00,940.00,36.00,541.00,0.00,1517.00,
2017,7,"B6","JetBlue Airways","PHL","Philadelphia, PA: Philadelphia International",174.00,55.00,13.04,3.99,27.48,0.00,10.48,6.00,0.00,4725.00,975.00,511.00,2377.00,0.00,862.00,
2017,7,"B6","JetBlue Airways","PHX","Phoenix, AZ: Phoenix Sky Harbor International",62.00,24.00,7.52,0.00,6.95,0.00,9.53,1.00,1.00,1463.00,346.00,0.00,348.00,0.00,769.00,
2017,7,"B6","JetBlue Airways","PIT","Pittsburgh, PA: Pittsburgh International",180.00,62.00,32.66,1.90,4.13,0.00,23.31,1.00,0.00,5100.00,2433.00,274.00,246.00,0.00,2147.00,
2017,7,"B6","JetBlue Airways","PSE","Ponce, PR: Mercedita",93.00,42.00,16.88,0.00,3.18,0.00,21.93,8.00,0.00,2735.00,873.00,0.00,152.00,0.00,1710.00,
2017,7,"B6","JetBlue Airways","PVD","Providence, RI: Theodore Francis Green State",93.00,22.00,10.49,1.34,6.59,0.00,3.58,2.00,0.00,1600.00,820.00,137.00,329.00,0.00,314.00,
2017,7,"B6","JetBlue Airways","PWM","Portland, ME: Portland International Jetport",124.00,51.00,18.57,0.51,8.75,0.00,23.17,9.00,0.00,3839.00,1271.00,104.00,508.00,0.00,1956.00,
2017,7,"B6","JetBlue Airways","RDU","Raleigh/Durham, NC: Raleigh-Durham International",277.00,76.00,38.90,3.19,17.79,0.00,16.12,8.00,0.00,5713.00,2606.00,374.00,1214.00,0.00,1519.00,
2017,7,"B6","JetBlue Airways","RIC","Richmond, VA: Richmond International",248.00,98.00,43.36,9.70,14.73,1.00,29.20,1.00,0.00,7552.00,2989.00,704.00,967.00,32.00,2860.00,
2017,7,"B6","JetBlue Airways","RNO","Reno, NV: Reno/Tahoe International",62.00,18.00,3.69,0.00,3.11,0.00,11.20,2.00,0.00,1323.00,182.00,0.00,329.00,0.00,812.00,
2017,7,"B6","JetBlue Airways","ROC","Rochester, NY: Greater Rochester International",93.00,30.00,15.69,0.00,5.95,0.00,8.36,8.00,0.00,2755.00,1248.00,0.00,430.00,0.00,1077.00,
2017,7,"B6","JetBlue Airways","RSW","Fort Myers, FL: Southwest Florida International",257.00,73.00,32.50,0.41,15.39,0.00,24.70,4.00,4.00,5310.00,2283.00,68.00,866.00,0.00,2093.00,
2017,7,"B6","JetBlue Airways","SAN","San Diego, CA: San Diego International",155.00,27.00,13.24,1.80,6.85,0.43,4.67,2.00,2.00,1217.00,695.00,106.00,212.00,13.00,191.00,
2017,7,"B6","JetBlue Airways","SAV","Savannah, GA: Savannah/Hilton Head International",93.00,14.00,5.31,0.00,3.60,0.00,5.09,4.00,1.00,1210.00,433.00,0.00,291.00,0.00,486.00,
2017,7,"B6","JetBlue Airways","SEA","Seattle, WA: Seattle/Tacoma International",243.00,80.00,30.95,0.03,22.94,0.38,25.71,1.00,1.00,5489.00,2369.00,3.00,1072.00,18.00,2027.00,
2017,7,"B6","JetBlue Airways","SFO","San Francisco, CA: San Francisco International",565.00,163.00,43.49,4.40,64.10,0.36,50.65,6.00,2.00,10357.00,2821.00,328.00,3096.00,12.00,4100.00,
2017,7,"B6","JetBlue Airways","SJC","San Jose, CA: Norman Y. Mineta San Jose International",186.00,67.00,15.31,0.94,14.80,0.00,35.94,2.00,2.00,4755.00,987.00,176.00,1125.00,0.00,2467.00,
2017,7,"B6","JetBlue Airways","SJU","San Juan, PR: Luis Munoz Marin International",948.00,364.00,161.98,16.32,54.82,0.00,130.87,20.00,0.00,26783.00,10372.00,1582.00,2932.00,0.00,11897.00,
2017,7,"B6","JetBlue Airways","SLC","Salt Lake City, UT: Salt Lake City International",186.00,66.00,28.57,2.41,7.33,0.57,27.11,2.00,0.00,3887.00,1583.00,128.00,365.00,33.00,1778.00,
2017,7,"B6","JetBlue Airways","SMF","Sacramento, CA: Sacramento International",115.00,48.00,16.30,0.00,4.19,0.00,27.51,1.00,0.00,3918.00,1487.00,0.00,310.00,0.00,2121.00,
2017,7,"B6","JetBlue Airways","SRQ","Sarasota/Bradenton, FL: Sarasota/Bradenton International",31.00,5.00,4.00,0.00,1.00,0.00,0.00,0.00,0.00,229.00,98.00,0.00,131.00,0.00,0.00,
2017,7,"B6","JetBlue Airways","STT","Charlotte Amalie, VI: Cyril E King",67.00,13.00,7.34,0.00,1.17,0.00,4.49,0.00,0.00,841.00,368.00,0.00,46.00,0.00,427.00,
2017,7,"B6","JetBlue Airways","STX","Christiansted, VI: Henry E. Rohlsen",31.00,2.00,1.00,0.00,0.02,0.00,0.98,0.00,0.00,113.00,72.00,0.00,1.00,0.00,40.00,
2017,7,"B6","JetBlue Airways","SWF","Newburgh/Poughkeepsie, NY: Stewart International",62.00,26.00,8.02,5.11,6.01,0.00,6.86,0.00,0.00,2260.00,475.00,258.00,706.00,0.00,821.00,
2017,7,"B6","JetBlue Airways","SYR","Syracuse, NY: Syracuse Hancock International",124.00,50.00,17.72,1.09,8.52,0.00,22.66,5.00,0.00,3636.00,882.00,106.00,438.00,0.00,2210.00,
2017,7,"B6","JetBlue Airways","TPA","Tampa, FL: Tampa International",393.00,145.00,63.99,0.25,23.26,0.10,57.40,10.00,0.00,10873.00,4581.00,26.00,1141.00,6.00,5119.00,
2017,7,"DL","Delta Air Lines Inc.","ABE","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",31.00,7.00,1.55,0.22,2.24,0.00,2.99,0.00,0.00,300.00,75.00,13.00,92.00,0.00,120.00,
2017,7,"DL","Delta Air Lines Inc.","ABQ","Albuquerque, NM: Albuquerque International Sunport",157.00,22.00,9.26,2.11,3.56,0.00,7.06,0.00,1.00,1282.00,394.00,65.00,125.00,0.00,698.00,
2017,7,"DL","Delta Air Lines Inc.","AGS","Augusta, GA: Augusta Regional at Bush Field",54.00,7.00,2.95,1.26,0.74,0.00,2.05,0.00,1.00,297.00,148.00,58.00,19.00,0.00,72.00,
2017,7,"DL","Delta Air Lines Inc.","ALB","Albany, NY: Albany International",147.00,33.00,16.71,0.19,5.54,0.00,10.57,0.00,0.00,2669.00,1620.00,17.00,272.00,0.00,760.00,
2017,7,"DL","Delta Air Lines Inc.","ANC","Anchorage, AK: Ted Stevens Anchorage International",304.00,22.00,11.64,2.63,5.33,0.00,2.41,0.00,1.00,856.00,501.00,112.00,161.00,0.00,82.00,
